company,domain,country,region,sector,language,discovery_mechanism,discovery_provenance,entity_resolution_state,partner_motion_state,programme_ownership,programme_types,commercial_partner_motion,referral_state,lead_sharing_state,co_sell_state,deal_registration_state,partner_pipeline_state,partner_onboarding_state,partner_enablement_state,partner_tiers_state,partner_portal_state,partner_incentives_state,partner_attribution_state,partner_directory_state,programme_scale_state,programme_scale_claimed,programme_scale_noun,directory_entries_observed,informal_programme_signature,crm_state,crm_vendor,crm_evidence_strength,current_crm_evidence,historical_crm_evidence,crm_conflict,crm_latest_strong_evidence_date,crm_evidence_source,job_research_attempted,current_jobs_found,historical_jobs_found,jobs_inspected,non_partner_jobs_inspected,crm_job_mentions,crm_job_confirmations,linkedin_research_attempted,linkedin_accessible,linkedin_unique_evidence,partner_people_state,partner_people_observed,partner_roles,prm_state,prm_vendor,temporal_evidence,sources_inspected,queries_executed,pages_inspected,evidence_sufficiency,commercial_review_readiness,failure_stage,failure_reason,missing_critical_fields
,doordash.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,1,0,1,1,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,21,0,0,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,No readable page was retrieved for this company at all.,partner_motion|crm|deal_registration|partner_people|programme_scale
drip,drip.eu,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerstack.com (mid_market PRM),confirmed_by_first_party_name_match,unknown,unknown,,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
,ebp.com,unknown,FR,software,fr,search_query_family,query family FRENCH_REVENDEUR_PROGRAM,confirmed,established,direct,reseller,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,27,0,9,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
,edisoftware.it,unknown,IT,software,it,search_query_family,query family ITALIAN_RESELLER_OPERATOR,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,unknown,,unknown,no,no,,,,yes,8,0,8,8,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,21,0,2,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,Pages were read but no partner surface was located.,partner_motion|crm|deal_registration|partner_people|programme_scale
effectconnect,effectconnect.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,direct,distributor,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,efficy.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,10,0,10,9,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,27,0,0,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,No readable page was retrieved for this company at all.,partner_motion|crm|deal_registration|partner_people|programme_scale
,ei3.com,unknown,US/global,iot_hardware,en,search_query_family,query family ENGLISH_AUTHORIZED_RESELLER_HARDWARE,confirmed,established,unknown,reseller,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,21,0,4,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
,expo-e.uk,unknown,UK,software,en,search_query_family,query family ENGLISH_MSP_PROGRAM,confirmed,established,direct,reseller,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_observed,confirmed,confirmed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,25,0,6,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_NO_CAREERS_SURFACE,No ATS board and no readable careers page: hiring evidence was never reachable.,crm|deal_registration|partner_people|programme_scale
,factorialhr.com,ES,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,reseller|distributor,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,confirmed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,40,0,6,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,2 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
,fb-automation.com,unknown,DACH,industrial,de,search_query_family,query family ENGLISH_SYSTEM_INTEGRATOR_PROGRAM,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,3,0,3,3,2,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,27,0,8,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,Pages were read but no partner surface was located.,partner_motion|crm|deal_registration|partner_people|programme_scale
,firstcomeurope.co.uk,unknown,UK,software,en,search_query_family,query family ENGLISH_MSP_PROGRAM,confirmed,established,direct,reseller|affiliate|referral|solution_partner,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,confirmed,confirmed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,unknown,,unknown,no,no,,,,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,26,0,8,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,2 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
fiverr,fiverr.co,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerstack.com (mid_market PRM),confirmed_by_first_party_name_match,unknown,unknown,,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
flipcx,flipcx.ai,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerportal.io (smb PRM),confirmed_by_first_party_name_match,unknown,unknown,,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
,foleon.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,confirmed,not_attempted,,,82,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,3,0,3,3,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,39,0,5,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
formstack,formstack.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerstack.com (mid_market PRM),confirmed_by_first_party_name_match,established,direct,reseller|services|integration|distributor|service_partner,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,informal_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,fortinet.com,unknown,US/CA,cybersecurity,en,search_query_family,query family ENGLISH_MSP_PROGRAM,confirmed,established,direct,reseller,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_attempted,not_attempted,confirmed,not_observed,,,,not_attempted,strong_supporting,Salesforce,strong_supporting,no,no,,,website_fingerprint,yes,3,0,3,3,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,26,0,8,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|deal_registration|partner_people|programme_scale
foxit,foxit.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerstack.com (mid_market PRM),confirmed_by_first_party_name_match,established,direct,reseller|msp,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
fundraise up,fundraiseup.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerstack.com (mid_market PRM),confirmed_by_first_party_name_match,established,direct,reseller|services|agency|service_partner|solution_partner,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,informal_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
fvc,fvc.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by zinfi.com (enterprise PRM),confirmed_by_first_party_name_match,established,direct,distributor,weak_proxy,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
genesys,genesys.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerstack.com (mid_market PRM),confirmed_by_first_party_name_match,established,unknown,referral|distributor,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,gestan.fr,unknown,FR,software,fr,search_query_family,query family FRENCH_REVENDEUR_PROGRAM,confirmed,unknown,direct,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,unknown,,unknown,no,no,,,,yes,8,0,8,8,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,18,0,5,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
,getaccept.com,SE,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,weak_proxy,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,2026-07-10T05:54:22.000Z,company_current_vacancy,yes,4,0,4,4,2,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,38,0,6,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
getresponse,getresponse.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by partnerstack.com (mid_market PRM),confirmed_by_first_party_name_match,established,direct,reseller|agency|affiliate,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,formalised_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,giersch.de,unknown,DACH,manufacturing,de,search_query_family,query family GERMAN_OPERATOR_FACHPARTNER,confirmed,established,unknown,dealer,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,21,0,2,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_NO_CAREERS_SURFACE,No ATS board and no readable careers page: hiring evidence was never reachable.,crm|deal_registration|partner_people|programme_scale
,glovoapp.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,3,0,3,3,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,44,0,8,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
,gofilemaker.de,unknown,DACH,software,de,search_query_family,query family GERMAN_OPERATOR_FACHPARTNER,confirmed,established,unknown,reseller|distributor,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,27,0,9,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_NO_CAREERS_SURFACE,No ATS board and no readable careers page: hiring evidence was never reachable.,crm|deal_registration|partner_people|programme_scale
,heidenhain.com,unknown,DACH,industrial,de,search_query_family,query family ENGLISH_SYSTEM_INTEGRATOR_PROGRAM,confirmed,established,unknown,service_partner,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,confirmed,not_observed,,,,not_attempted,unknown,,unknown,no,no,,,,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,27,0,10,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,2 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
holded,holded.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,unknown,services|solution_partner,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
illumine energy,illumineenergy.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by zinfi.com (enterprise PRM),confirmed_by_first_party_name_match,unknown,unknown,,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
intershop,intershop.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,direct,distributor|solution_partner|system_integrator,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,formalised_programme,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,iotopen.io,unknown,US/global,iot_hardware,en,search_query_family,query family ENGLISH_AUTHORIZED_RESELLER_HARDWARE,confirmed,established,direct,reseller|distributor|system_integrator,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,22,0,11,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,R3_JS_CAREERS,A careers page exists but served no readable vacancies — typically JavaScript-rendered.,crm|deal_registration|partner_people|programme_scale
ipsystems,ipsystems.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,unknown,unknown,,unknown,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,partner_motion|crm|deal_registration|partner_people|programme_scale
judy security,judysecurity.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by kiflo.com (smb PRM),confirmed_by_first_party_name_match,established,unknown,reseller,confirmed,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,juro.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,1,0,1,1,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,44,0,8,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
,kiflo.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,unknown,solution_partner,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,claimed,61000,Partner,0,suppressed_partner_tech,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,47,0,12,partial,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_NO_CAREERS_SURFACE,No ATS board and no readable careers page: hiring evidence was never reachable.,crm|deal_registration|partner_people
,korewireless.com,unknown,US/global,iot_hardware,en,search_query_family,query family ENGLISH_AUTHORIZED_RESELLER_HARDWARE,confirmed,established,direct,reseller,strong_proxy,not_observed,not_observed,not_observed,confirmed,not_observed,not_observed,confirmed,not_observed,confirmed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,8,0,8,8,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,19,0,19,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P4_SOURCE_TOO_WEAK,"Only a website artifact: proves a script is installed, not that sales runs on it.",crm|partner_people|programme_scale
,lano.io,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,established,direct,affiliate|referral,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_observed,,,0,not_attempted,unknown,,unknown,no,no,,,,yes,2,0,2,2,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,44,0,8,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,2 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
,leapsome.com,unknown,unknown,unknown,not_attempted,manual_seed,supplied by hand in an earlier phase,confirmed,unknown,unknown,,unknown,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_observed,not_attempted,,,0,not_attempted,strong_supporting,HubSpot,strong_supporting,no,no,,,website_fingerprint,yes,1,0,1,1,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,44,0,10,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,E1_EVIDENCE_NOT_EXTRACTED,A partner surface was located but yielded no motion evidence.,partner_motion|crm|deal_registration|partner_people|programme_scale
Litera,litera.com,unknown,unknown,unknown,not_attempted,prm_customer_harvest,named as a customer by mindmatrix.net (enterprise PRM),confirmed,established,direct,reseller,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_attempted,not_attempted,not_attempted,not_attempted,,,,not_informal,unknown,,unknown,not_attempted,not_attempted,,,,not_attempted,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,not_attempted,,not_attempted,0,0,0,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,,,crm|deal_registration|partner_people|programme_scale
,lumen.com,unknown,UK,software,en,search_query_family,query family ENGLISH_MSP_PROGRAM,confirmed,established,direct,reseller|technology|system_integrator|msp|solution_partner,confirmed,confirmed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,not_observed,confirmed,not_attempted,not_attempted,not_observed,not_observed,,,,not_attempted,unknown,,unknown,no,no,,,,yes,3,0,3,3,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,27,0,6,sufficient_for_review,SUFFICIENT_FOR_COMMERCIAL_REVIEW,P1_NOT_PUBLIC,3 vacancies read and none named a CRM. The company does not publish it.,crm|deal_registration|partner_people|programme_scale
,machineering.de,unknown,DACH,manufacturing,de,search_query_family,query family GERMAN_OPERATOR_FACHPARTNER,confirmed,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,not_attempted,not_attempted,not_observed,not_attempted,,,,not_attempted,unknown,,unknown,no,no,,,,yes,0,0,0,0,0,0,not_attempted,not_attempted,not_attempted,not_attempted,0,,unknown,,not_attempted,1,0,0,under_observed,INSUFFICIENT_FOR_COMMERCIAL_REVIEW,R1_PAGE_NOT_RETRIEVED,No readable page was retrieved for this company at all.,partner_motion|crm|deal_registration|partner_people|programme_scale
